registration number,registration date,application number,application date,authors,authors count,right holders,contact to third parties,microchip name,first usage countries,first usage date,right holder on first usage date,expiration date,registration publish date,registration publish number,actual,publication URL
2021630194,20211222,2021630184,20211214,"Кособуцкая Наталия Валериановна (BY)
Кособуцкий Игорь Вячеславович (BY)
Легчилова Галина Валентиновна (BY)",3,Открытое акционерное общество «ИНТЕГРАЛ»-управляющая компания холдинга «ИНТЕГРАЛ» (BY),нет,"IZ11175-3.5 Микросхема 1 А стабилизатора напряжения положительной полярности 3,5 В",нет,,,20311222,20211222,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2021630194
2021630195,20211222,2021630183,20211214,"Кособуцкая Наталия Валериановна (BY)
Кособуцкий Игорь Вячеславович (BY)
Листопадов Андрей Викторович (BY)",3,Открытое акционерное общество «ИНТЕГРАЛ»-управляющая компания холдинга «ИНТЕГРАЛ» (BY),нет,"IZ1117S-3.3 Микросхема 1 А стабилизатора напряжения положительной полярности 3,3 В",нет,,,20311222,20211222,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2021630195
2021630196,20211223,2021630186,20211217,"Ермаков Игорь Владимирович (RU)
Нуйкин Андрей Валерьевич (RU)
Алферов Владимир Александрович (RU)",3,Акционерное общество «Научно-исследовательский институт молекулярной электроники» (RU),нет,«Ячейка электрически стираемого программируемого ПЗУ (ЭСППЗУ) с одним уровнем поликремния (техпроцесс HCMOS8D_6M_3.3V)»,нет,,,20311223,20211223,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2021630196
2021630197,20211227,2021630180,20211214,"Зибарев Константин Михайлович (RU)
Милакин Александр Дмитриевич (RU)
Миронов Сергей Эльмарович (RU)",3,Федеральное государственное автономное образовательное учреждение высшего образования «Санкт-Петербургский государственный электротехнический университет «ЛЭТИ» им. В.И. Ульянова (Ленина)» (СПбГЭТУ «ЛЭТИ») (RU),etuplo@yandex.ru,Сумматор по модулю два 1-разрядный,,,,20311227,20211227,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2021630197
2021630198,20211227,2021630181,20211214,"Зибарев Константин Михайлович (RU)
Милакин Александр Дмитриевич (RU)
Миронов Сергей Эльмарович (RU)",3,Федеральное государственное автономное образовательное учреждение высшего образования «Санкт-Петербургский государственный электротехнический университет «ЛЭТИ» им. В.И. Ульянова (Ленина)» (СПбГЭТУ «ЛЭТИ») (RU),etuplo@yandex.ru,Сумматор 4-разрядный с ускорением манчестерского переноса,,,,20311227,20211227,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2021630198
2021630199,20211227,2021630179,20211214,"Писарев Алексей Владимирович (RU)
Пивоварова Надежда Борисовна (RU)",2,"Акционерное общество ""Научно-исследовательский институт электронной техники"" (АО ""НИИЭТ"") (RU)",,Микроконтроллер с RISC-архитектурой и внутрисхемно-программируемой памятью программ,,,,20311227,20211227,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2021630199
2021630200,20211228,2021630185,20211217,"Ермаков Игорь Владимирович (RU)
Нуйкин Андрей Валерьевич (RU)
Алферов Владимир Александрович (RU)",3,Акционерное общество «Научно-исследовательский институт молекулярной электроники» (RU),,«Ячейка электрически стираемого программируемого ПЗУ (ЭСППЗУ) с одним уровнем поликремния (техпроцесс HCMOS10_FL_7M_3.3V)»,,,,20311228,20211228,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2021630200
2021630201,20211229,2021630190,20211220,"Елизаров Сергей Георгиевич (RU)
Чернышов Алексей Александрович (RU)
Киршин Михаил Михайлович (RU)",3,Общество с ограниченной ответственностью «Мальт Систем» (RU),,Топология АЦП последовательного приближения,,,,20311229,20211229,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2021630201
2022630001,20220110,2021630192,20211222,"Филатов Сергей Алексеевич (RU)
Румянцев Арсений Олегович (RU)
Эннс Виктор Иванович (RU)
Пономарёв Никита Александрович (RU)",4,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)
Акционерное общество «Научно-исследовательский институт молекулярной электроники» (RU)",,«Радиационно-стойкая микросхема энергонезависимой Flash памяти специального назначения ёмкостью 16 Мбит 1661РР074»,,,,20320110,20220110,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630001
2022630002,20220110,2021630191,20211222,"Филатов Сергей Алексеевич (RU)
Румянцев Арсений Олегович (RU)
Эннс Виктор Иванович (RU)
Пономарёв Никита Александрович (RU)",4,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)
Акционерное общество «Научно-исследовательский институт молекулярной электроники» (RU)",,«Радиационно-стойкая микросхема энергонезависимой Flash памяти специального назначения ёмкостью 2 Мбит 1661РР065»,,,,20320110,20220110,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630002
2022630003,20220110,2021630189,20211220,"Львович Анатолий Анатольевич (RU)
Мирошникова Елена Владимировна (RU)",2,Акционерное общество «Микрон» (АО «Микрон») (RU),,«ХС61С - Высокоточный детектор напряжения»,,,,20320110,20220110,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630003
2022630004,20220110,2021630188,20211220,"Львович Анатолий Анатольевич (RU)
Кабашова Галина Васильевна (RU)",2,Акционерное общество «Микрон» (АО «Микрон») (RU),,«Интегральная микросхема 431DMK - источник опорного напряжения с повышенной точностью опорного напряжения»,,,,20320110,20220110,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630004
2022630005,20220110,2021630187,20211220,"Львович Анатолий Анатольевич (RU)
Романец Александр Николаевич (RU)
Мирошникова Елена Владимировна (RU)",3,Акционерное общество «Микрон» (АО «Микрон») (RU),,"«Интегральная микросхема 4275К - Линейный стабилизатор напряжения на выходное напряжение 5 В и на ток до 400 мА с низким собственным потреблением, низким паданием напряжения вход - выход и выводом перезапуска»",,,,20320110,20220110,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630005
2022630006,20220110,2021630193,20211221,Якимов Юрий Александрович (RU),1,Акционерное общество «НПО «Орион» (RU),,Дельта-сигма модулятор,,,,20320110,20220110,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630006
2022630007,20220110,2021630203,20211223,"Куфтов Иван Владимирович (RU)
Брюхно Николай Александрович (RU)
Чайкин Александр Александрович (RU)",3,Акционерное общество «ГРУППА КРЕМНИЙ ЭЛ» (RU),,«N-КАНАЛЬНЫЙ МОП ТРАНЗИСТОР С ОБРАТНЫМ ДИОДОМ»,РФ,20211028,,20311028,20220110,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630007
2022630008,20220110,2021630202,20211224,Борошко Сергей Иванович (RU),1,Федеральное государственное учреждение «Федеральный научный центр Научно-исследовательский институт системных исследований Российской академии наук» (ФГУ ФНЦ НИИСИ РАН) (RU),"Нахимовский проспект, дом 36, корп. 1, Россия, Москва, 117218, Директору ФГУ
ФНЦ НИИСИ РАН С.Е.Власову, niisi@niisi.msk.ru, 8 (495)718-21-10 доб. 1149","Сложно-функциональный блок линии задержки, управляемой цифровым кодом, по технологии КМОП 28 нм",нет,,,20320110,20220110,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630008
2022630009,20220110,2021630201,20211224,Рогаткин Юрий Борисович (RU),1,Федеральное государственное учреждение «Федеральный научный центр Научно-исследовательский институт системных исследований Российской академии наук» (ФГУ ФНЦ НИИСИ РАН) (RU),"Нахимовский проспект, дом 36, корп. 1, Россия, Москва, 117218, Директору ФГУ
ФНЦ НИИСИ РАН С.Е. Власову, niisi@niisi.msk.ru, 8 (495)718-21-10 доб. 1149",Сложно-функциональный блок сброса по включению питания на два напряжения питания по технологии КМОП 28 нм,нет,,,20320110,20220110,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630009
2022630010,20220110,2021630200,20211224,Борошко Сергей Иванович (RU),1,Федеральное государственное учреждение «Федеральный научный центр Научно-исследовательский институт системных исследований Российской академии наук» (ФГУ ФНЦ НИИСИ РАН) (RU),"Нахимовский проспект, дом 36, корп. 1, Россия, Москва, 117218, Директору ФГУ
ФНЦ НИИСИ РАН С.Е. Власову, niisi@niisi.msk.ru, 8 (495)718-21-10 доб. 1149",Сложно-функциональный блок фазовой автоподстройки по задержке по технологии КМОП 28 нм,нет,,,20320110,20220110,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630010
2022630011,20220110,2021630199,20211224,"Ларионов Александр Владимирович (RU)
Сысоева Ольга Вячеславовна (RU)",2,Федеральное государственное учреждение «Федеральный научный центр Научно-исследовательский институт системных исследований Российской академии наук» (ФГУ ФНЦ НИИСИ РАН) (RU),"Нахимовский проспект, дом 36, корп. 1, Россия, Москва, 117218, Директору ФГУ
ФНЦ НИИСИ РАН С Е . Власову, niisi@niisi.msk.ru, 8 (495)718-21-10 доб. 1149",Сложно-функциональный блок фазовой автоподстройки частоты с диапазоном выходных частот до 3000 МГц по технологии КМОП 28 нм,нет,,,20320110,20220110,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630011
2022630012,20220110,2021630198,20211224,Борошко Сергей Иванович (RU),1,Федеральное государственное учреждение «Федеральный научный центр Научно-исследовательский институт системных исследований Российской академии наук» (ФГУ ФНЦ НИИСИ РАН) (RU),"Нахимовский проспект, дом 36, корп. 1, Россия, Москва, 117218, Директору ФГУ
ФНЦ НИИСИ РАН С Е . Власову, niisi@niisi.msk.ru, 8 (495)718-21-10 доб. 1149",Сложно-функциональный блок ячеек ввода-вывода LVDS по технологии КМОП 28 нм,нет,,,20320110,20220110,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630012
2022630013,20220110,2021630197,20211224,Рогаткин Юрий Борисович (RU),1,Федеральное государственное учреждение «Федеральный научный центр Научно-исследовательский институт системных исследований Российской академии наук» (ФГУ ФНЦ НИИСИ РАН) (RU),"Нахимовский проспект, дом 36, корп. 1, Россия, Москва, 117218, Директору ФГУ
ФНЦ НИИСИ РАН С.Е. Власову, niisi@niisi.msk.ru, 8 (495)718-21-10 доб. 1149",Сложно-функциональный блок двенадцатиразрядного аналого-цифрового преобразователя по технологии КМОП 28 нм,нет,,,20320110,20220110,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630013
2022630014,20220110,2021630196,20211224,"Ларионов Александр Владимирович (RU)
Сысоева Ольга Вячеславовна (RU)
Мастеров Виталий Вячеславович (RU)
Буякова Ольга Николаевна (RU)
Тарасов Игорь Владимирович (RU)",5,Федеральное государственное учреждение «Федеральный научный центр Научно-исследовательский институт системных исследований Российской академии наук» (ФГУ ФНЦ НИИСИ РАН) (RU),"Нахимовский проспект, дом 36, корп. 1, Россия, Москва, 117218, Директору ФГУ
ФНЦ НИИСИ РАН СЕ. Власову, niisi@niisi.msk.ru, 8 (495)718-21-10 доб. 1149",Сложно-функциональный мультистандартный блок физического уровня для последовательной приемопередачи данных по технологии КМОП 28 нм,нет,,,20320110,20220110,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630014
2022630015,20220110,2021630194,20211224,"Катунин Юрий Вячеславович (RU)
Степанов Павел Викторович (RU)",2,Федеральное государственное учреждение «Федеральный научный центр Научно-исследовательский институт системных исследований Российской академии наук» (ФГУ ФНЦ НИИСИ РАН) (RU),"Нахимовский проспект, дом 36, корп. 1, Россия, Москва, 117218, Директору ФГУ
ФНЦ НИИСИ РАН С.Е. Власову, niisi@niisi.msk.ru, 8 (495)718-21-10 доб. 1149","Сложно-функциональный блок ячеек ввода-вывода DDR3/DDR4, совместимых со стандартом JESD79-3F и JESD79-4C, по технологии КМОП 28 нм",нет,,,20320110,20220110,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630015
2022630016,20220113,2021630195,20211224,"Ларионов Александр Владимирович (RU)
Сысоева Ольга Вячеславовна (RU)
Мастеров Виталий Вячеславович (RU)
Буякова Ольга Николаевна (RU)
Тарасов Игорь Владимирович (RU)",5,Федеральное государственное учреждение «Федеральный научный центр Научно-исследовательский институт системных исследований Российской академии наук» (ФГУ ФНЦ НИИСИ РАН) (RU),"Нахимовский проспект, дом 36, корп. 1, Россия, Москва, 117218, Директору ФГУ
ФНЦ НИИСИ РАН С.Е. Власову, niisi@niisi.msk.ru, 8 (495) 718-21-10 доб. 1149","Сложно-функциональный блок физического уровня передачи данных для интерфейсов DVI-D, HDMI 1.4 и 2.0 по технологии КМОП 28 нм",нет,,,20320113,20220113,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630016
2022630017,20220117,2021630153,20211021,"Егоров Иван Алексеевич (BY)
Трофимов Сергей Александрович (BY)",2,Общество с ограниченной ответственностью «НТЛаб-СК» (RU),нет,Микроконтроллер на базе 32-разрядного процессорного ядра NTLRV-MC1 с системой команд RISC-V,РФ,20211001,,20311001,20220117,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630017
2022630018,20220125,2022630011,20220114,Дунаева Мария Андреевна (RU),1,Акционерное общество «Российская корпорация ракетно-космического приборостроения и информационных систем» (АО «Российские космические системы») (RU),patent@spacecorp.ru,Усилитель мощности Ka диапазона,,,,20320125,20220125,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630018
2022630019,20220125,2022630010,20220114,Дунаева Мария Андреевна (RU),1,Акционерное общество «Российская корпорация ракетно-космического приборостроения и информационных систем» (АО «Российские космические системы») (RU),patent@spacecorp.ru,Малошумящий усилитель Ka диапазона,,,,20320125,20220125,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630019
2022630020,20220204,2022630014,20220128,"Герасимов Константин Александрович (RU)
Куфтов Иван Владимирович (RU)
Дерябин Александр Сергеевич (RU)
Жаровин Алексей Николаевич (RU)",4,Акционерное общество «ГРУППА КРЕМНИЙ ЭЛ» (RU),нет,«ЛИНЕЙНЫЙ СТАБИЛИЗАТОР С МАЛЫМ ПАДЕНИЕМ НАПРЯЖЕНИЯ»,РФ,20211208,,20311208,20220204,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630020
2022630021,20220208,2022630017,20220202,"Сальников Андрей Сергеевич (RU)
Билевич Дмитрий Вячеславович (RU)
Попов Артем Александрович (RU)",3,"Общество с ограниченной ответственностью ""50ом Технолоджиз"" (RU)","И.М. Добуш, тел.: +7-923-402-9286, адрес электронной почты: igor.dobush@50ohm.tech",Монолитная интегральная схема GaAs рНЕМТ оконечного каскада драйвера цифрового управления ключевыми транзисторами FOLSP2AOVT,нет,,,20320208,20220208,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630021
2022630022,20220208,2022630016,20220202,"Билевич Дмитрий Вячеславович (RU)
Сальников Андрей Сергеевич (RU)
Mетель Александр Андреевич (RU)",3,"Общество с ограниченной ответственностью ""50ом Технолоджиз"" (RU)","И.М. Добуш, тел.: +7-923-402-9286, адрес электронной почты: igor.dobush@50ohm.tech",Монолитная интегральная схема GaAs рНЕМТ динамического D-триггера типа BFL FOLSP2ADFF,нет,,,20320208,20220208,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630022
2022630023,20220208,2022630015,20220201,"Брюхно Николай Александрович (RU)
Жаровин Алексей Николаевич (RU)",2,Акционерное общество «ГРУППА КРЕМНИЙ ЭЛ» (RU),нет,«Интегральная микросхема для бесконтактной коммутации мощных приборов на основе МОП транзисторов»,РФ,20201117,,20301117,20220208,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630023
2022630024,20220209,2022630002,20220114,"Хренов Григорий Юрьевич (RU)
Сомов Валерий Геннадиевич (RU)
Аверин Иван Александрович (RU)
Винокуров Андрей Владимирович (RU)
Брюхова Юлия Владимировна (RU)
Власов Иван Владимирович (RU)
Пермяков Сергей Анатольевич (RU)
Худченко Сергей Вячеславович (RU)",8,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЙКАЛ ЭЛЕКТРОНИКС"" (RU)",нет,Средний канал подсистемы памяти DDR4-3200 для СнК BE-S1000,нет,,,20320209,20220209,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630024
2022630025,20220209,2022630006,20220114,"Хренов Григорий Юрьевич (RU)
Сомов Валерий Геннадиевич (RU)
Аверин Иван Александрович (RU)
Винокуров Андрей Владимирович (RU)
Калтыгин Евгений Андреевич (RU)
Власов Иван Владимирович (RU)",6,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЙКАЛ ЭЛЕКТРОНИКС"" (RU)",нет,Верхний CCIX/PCIe DM модуль для СнК BE-S1000,нет,,,20320209,20220209,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630025
2022630026,20220209,2022630001,20220114,"Хренов Григорий Юрьевич (RU)
Сомов Валерий Геннадиевич (RU)
Аверин Иван Александрович (RU)
Винокуров Андрей Владимирович (RU)
Брюхова Юлия Владимировна (RU)
Михеев Александр Владимирович (RU)
Варламова Марина Игоревна (RU)",7,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЙКАЛ ЭЛЕКТРОНИКС"" (RU)",нет,Контроллер прерываний для СнК BE-S1000,нет,,,20320209,20220209,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630026
2022630027,20220209,2022630007,20220114,"Хренов Григорий Юрьевич (RU)
Сомов Валерий Геннадиевич (RU)
Аверин Иван Александрович (RU)
Винокуров Андрей Владимирович (RU)
Щукина Анастасия Владимировна (RU)
Трошкин Гордей Викторович (RU)
Осипенко Александр Сергеевич (RU)
Семенов Юрий Петрович (RU)
Закудряев Павел Борисович (RU)
Загоровский Алексей Александрович (RU)",10,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЙКАЛ ЭЛЕКТРОНИКС"" (RU)",нет,Когерентная системная шина для СнК BE-S1000,нет,,,20320209,20220209,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630027
2022630028,20220209,2022630009,20220114,"Хренов Григорий Юрьевич (RU)
Сомов Валерий Геннадиевич (RU)
Аверин Иван Александрович (RU)
Хватова Наталья Михайловна (RU)
Щукина Анастасия Владимировна (RU)
Михеев Александр Владимирович (RU)",6,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЙКАЛ ЭЛЕКТРОНИКС"" (RU)",нет,Контроллер USB2.0 ULPI для СнК BE-S1000,нет,,,20320209,20220209,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630028
2022630029,20220209,2022630008,20220114,"Xpeнов Григорий Юрьевич (RU)
Сомов Валерий Геннадиевич (RU)
Аверин Иван Александрович (RU)
Винокуров Андрей Владимирович (RU)
Ивлев Андрей Анатольевич (RU)
Михеев Александр Владимирович (RU)
Болотников Александр Александрович (RU)
Закудряев Павел Борисович (RU)",8,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЙКАЛ ЭЛЕКТРОНИКС"" (RU)",нет,Подсистема CPU Cortex-А75 для СнК BE-S1000,нет,,,20320209,20220209,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630029
2022630030,20220209,2022630003,20220114,"Хренов Григорий Юрьевич (RU)
Сомов Валерий Геннадиевич (RU)
Аверин Иван Александрович (RU)
Винокуров Андрей Владимирович (RU)
Брюхова Юлия Владимировна (RU)
Власов Иван Владимирович (RU)
Пермяков Сергей Анатольевич (RU)
Худченко Сергей Вячеславович (RU)
Хватова Наталья Михайловна (RU)
Загоровский Алексей Александрович (RU)
Ивлев Андрей Анатольевич (RU)
Михеев Александр Владимирович (RU)
Болотников Александр Александрович (RU)
Закудряев Павел Борисович (RU)
Шумкин Олег Валерьевич (RU)
Калтыгин Евгений Андреевич (RU)
Щукина Анастасия Владимировна (RU)
Трошкин Гордей Викторович (RU)
Осипенко Александр Сергеевич (RU)
Семенов Юрий Петрович (RU)
Варламова Марина Игоревна (RU)
Беляев Максим Михайлович (RU)
Данилов Александр Михайлович (RU)",23,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЙКАЛ ЭЛЕКТРОНИКС"" (RU)",нет,СнК BE-S1000,нет,,,20320209,20220209,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630030
2022630031,20220209,2022630018,20220202,"Билевич Дмитрий Вячеславович (RU)
Сальников Андрей Сергеевич (RU)
Добуш Игорь Мирославович (RU)
Калентьев Алексей Анатольевич (RU)
Горяинов Александр Евгеньевич (RU)",5,"Общество с ограниченной ответственностью ""50ом Технолоджиз"" (RU)","И.М. Добуш, тел.: +7-923-402-9286, адрес электронной почты: igor.dobush@50ohm.tech",Монолитная интегральная схема GaAs рНЕМТ одноразрядного последовательно-параллельного преобразователя типа BFL FOLSP2ABIT,нет,,,20320209,20220209,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630031
2022630032,20220228,2022630005,20220114,"Хренов Григорий Юрьевич (RU)
Сомов Валерий Геннадиевич (RU)
Аверин Иван Александрович (RU)
Винокуров Андрей Владимирович (RU)
Калтыгин Евгений Андреевич (RU)
Власов Иван Владимирович (RU)",6,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЙКАЛ ЭЛЕКТРОНИКС"" (RU)",,Нижний CCIX/PCIe DM модуль для СнК BE-S1000,,,,20320228,20220228,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630032
2022630033,20220228,2022630004,20220114,"Хренов Григорий Юрьевич (RU)
Сомов Валерий Геннадиевич (RU)
Аверин Иван Александрович (RU)
Варламова Марина Игоревна (RU)
Щукина Анастасия Владимировна (RU)
Шумкин Олег Валерьевич (RU)",6,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЙКАЛ ЭЛЕКТРОНИКС"" (RU)",,Контроллер 1G Ethernet для СнК BE-S1000,,,,20320228,20220228,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630033
2022630034,20220228,2022630013,20220114,"Хренов Григорий Юрьевич (RU)
Сомов Валерий Геннадиевич (RU)
Аверин Иван Александрович (RU)
Винокуров Андрей Владимирович (RU)
Калтыгин Евгений Андреевич (RU)
Трошкин Гордей Викторович (RU)",6,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЙКАЛ ЭЛЕКТРОНИКС"" (RU)",,Реконфигурируемая подсистема PCIe RC Gen4 для СнК BE-S1000,,,,20320228,20220228,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630034
2022630035,20220228,2022630012,20220114,"Хренов Григорий Юрьевич (RU)
Сомов Валерий Геннадиевич (RU)
Аверин Иван Александрович (RU)
Винокуров Андрей Владимирович (RU)
Брюхова Юлия Владимировна (RU)
Власов Иван Владимирович (RU)
Пермяков Сергей Анатольевич (RU)
Худченко Сергей Вячеславович (RU)",8,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЙКАЛ ЭЛЕКТРОНИКС"" (RU)",,Верхний канал подсистемы памяти DDR4-3200 для СнК BE-S1000,,,,20320228,20220228,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630035
2022630036,20220228,2022630021,20220216,"Казымов Иван Максимович (RU)
Компанеец Борис Сергеевич (RU)
Казымов Дмитрий Максимович (RU)",3,федеральное государственное бюджетное образовательное учреждение высшего образования «Алтайский государственный технический университет им. И.И. Ползунова» (АлтГТУ) (RU),нет,Стабилитрон температурно-компенсированный,РФ,20210703,,20310703,20220228,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630036
2022630037,20220228,2022630022,20220216,"Казымов Иван Максимович (RU)
Компанеец Борис Сергеевич (RU)
Казымов Дмитрий Максимович (RU)",3,федеральное государственное бюджетное образовательное учреждение высшего образования «Алтайский государственный технический университет им. И.И. Ползунова» (АлтГТУ) (RU),нет,Составной биполярный n-p-n транзистор для управления индуктивной нагрузкой со встроенным ограничителем базового тока,РФ,20210703,,20310703,20220228,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630037
2022630038,20220301,2022630020,20220210,Миллер Андрей Иванович (RU),1,Общество с ограниченной ответственностью «Инжиниринговый центр по электронике и микроэлектронике» (RU),нет,МОНОЛИТНАЯ ИНТЕГРАЛЬНАЯ СХЕМА ПОЛУМОСТОВОГО ДРАЙВЕРА НА ОСНОВЕ GAN,нет,,,20320301,20220301,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630038
2022630039,20220301,2022630019,20220207,"Герасимов Константин Александрович (RU)
Иванов Алексей Данилович (RU)
Куфтов Иван Владимирович (RU)
Баранов Дмитрий Владимирович (RU)",4,Акционерное общество «ГРУППА КРЕМНИЙ ЭЛ» (RU),нет,«СУПЕРВИЗОР ПИТАНИЯ С ВЫХОДНЫМ СИГНАЛОМ «СБРОС» ДЛЯ КОРПУСА ТИПА SOT-23-5»,РФ,20211210,,20311210,20220301,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630039
2022630040,20220314,2022630027,20220228,"Казымов Иван Максимович (RU)
Компанеец Борис Сергеевич (RU)
Казымов Дмитрий Максимович (RU)",3,федеральное государственное бюджетное образовательное учреждение высшего образования «Алтайский государственный технический университет им. И.И. Ползунова» (АлтГТУ) (RU),нет,Стабилитрон повышенной мощности,РФ,20210703,,20310703,20220314,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630040
2022630041,20220315,2022630029,20220305,"Елизаров Сергей Георгиевич (RU)
Чернышов Алексей Александрович (RU)
Киршин Михаил Михайлович (RU)",3,Общество с ограниченной ответственностью «Мальт Систем» (RU),нет,MALT-Conv-202,нет,,,20320315,20220315,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630041
2022630042,20220315,2022630028,20220304,"Авдеев Максим Петрович (RU)
Костин Павел Олегович (RU)
Малых Юрий Алексеевич (RU)
Венев Юрий Александрович (RU)
Аракелов Андрей Аркадьевич (RU)
Забаров Игорь Викторович (RU)",6,"Российская Федерация, от имени которой выступает Государственная корпорация по атомной энергии «Росатом» (Госкорпорация «Росатом») (RU)
Федеральное государственное унитарное предприятие «Российский федеральный ядерный центр - Всероссийский научно-исследовательский институт экспериментальной физики» (ФГУП «РФЯЦ-ВНИИЭФ») (RU)",нет,Топология интегральной микросхемы К1890ВГ19Я,нет,,,20320315,20220315,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2022630042
